id,group,scope,faction_id,quest_type,result_type,line_type,importance,weight,template,tags_json
crt_m8a_common_explore_great_01,common,quest_type,,explore,great_success,summary,normal,100,{merc.name}은 {region.name}의 흔적을 빠르게 묶어냈고 의뢰 기록은 손실 없이 닫혔다.,"{""tone"":""clean"",""role"":""protagonist""}"
crt_m8a_common_explore_success_01,common,quest_type,,explore,success,summary,normal,100,탐색은 오래 걸렸지만 {quest.name}의 핵심 단서는 회수됐다.,"{""tone"":""steady""}"
crt_m8a_common_explore_success_02,common,quest_type,,explore,success,detail,normal,90,{ally.name}이 후방 표식을 다시 확인한 덕분에 길을 잃지 않았다.,"{""tone"":""support""}"
crt_m8a_common_explore_failure_01,common,quest_type,,explore,failure,summary,normal,100,{region.name}의 지형은 예상보다 거칠었고 용병단은 목표를 끝까지 확인하지 못했다.,"{""tone"":""dry""}"
crt_m8a_common_explore_failure_02,common,quest_type,,explore,failure,detail,normal,90,남은 표식은 비에 지워졌고 보고서에는 확인 불가 항목이 늘었다.,"{""tone"":""loss""}"
crt_m8a_common_explore_critical_01,common,quest_type,,explore,critical_failure,summary,normal,100,수색선이 무너진 뒤 후퇴 신호가 늦었고 {quest.name}은 미완 기록으로 남았다.,"{""tone"":""severe""}"
crt_m8a_common_escort_great_01,common,quest_type,,escort,great_success,summary,normal,100,{merc.name}이 선두를 안정시켰고 호송 물자는 한 상자도 잃지 않았다.,"{""tone"":""clean"",""role"":""protagonist""}"
crt_m8a_common_escort_success_01,common,quest_type,,escort,success,summary,normal,100,길은 흔들렸지만 수레는 목적지에 닿았고 계약은 지켜졌다.,"{""tone"":""steady""}"
crt_m8a_common_escort_success_02,common,quest_type,,escort,success,detail,normal,90,{ally.name}이 마지막 굽잇길을 지키며 추격을 끊었다.,"{""tone"":""support""}"
crt_m8a_common_escort_failure_01,common,quest_type,,escort,failure,summary,normal,100,호송대는 흩어졌고 일부 물자는 {region.name}의 길 위에 남았다.,"{""tone"":""dry""}"
crt_m8a_common_escort_failure_02,common,quest_type,,escort,failure,detail,normal,90,계약서에는 회수한 포대보다 잃어버린 포대가 먼저 적혔다.,"{""tone"":""loss""}"
crt_m8a_common_escort_critical_01,common,quest_type,,escort,critical_failure,summary,normal,100,호송선이 붕괴했고 용병단은 계약보다 생존을 먼저 골라야 했다.,"{""tone"":""severe""}"
crt_m8a_common_hunt_great_01,common,quest_type,,hunt,great_success,summary,normal,100,{merc.name}의 첫 돌파가 먹혔고 {enemy.name}은 반격할 틈을 얻지 못했다.,"{""tone"":""decisive"",""role"":""protagonist""}"
crt_m8a_common_hunt_success_01,common,quest_type,,hunt,success,summary,normal,100,사냥은 길어졌지만 {enemy.name}의 흔적은 끝까지 추적됐다.,"{""tone"":""steady""}"
crt_m8a_common_hunt_success_02,common,quest_type,,hunt,success,detail,normal,90,{ally.name}이 측면을 막아 선 덕분에 마지막 돌진이 빗나갔다.,"{""tone"":""support""}"
crt_m8a_common_hunt_failure_01,common,quest_type,,hunt,failure,summary,normal,100,{enemy.name}은 상처만 남긴 채 빠져나갔고 사냥은 실패로 기록됐다.,"{""tone"":""dry""}"
crt_m8a_common_hunt_failure_02,common,quest_type,,hunt,failure,detail,normal,90,피로가 먼저 무너졌고 추적선은 밤이 오기 전에 끊겼다.,"{""tone"":""loss""}"
crt_m8a_common_hunt_critical_01,common,quest_type,,hunt,critical_failure,summary,normal,100,{enemy.name}의 반격이 전열을 갈랐고 후퇴 명령은 너무 늦게 내려졌다.,"{""tone"":""severe""}"
crt_m8a_common_raid_great_01,common,quest_type,,raid,great_success,summary,normal,100,{merc.name}이 문을 열자 전열이 한 번에 밀고 들어갔고 적 거점은 빠르게 무너졌다.,"{""tone"":""decisive"",""role"":""protagonist""}"
crt_m8a_common_raid_success_01,common,quest_type,,raid,success,summary,normal,100,공격은 거칠었지만 목표 지점은 확보됐고 후방 피해는 제한됐다.,"{""tone"":""steady""}"
crt_m8a_common_raid_success_02,common,quest_type,,raid,success,detail,normal,90,{ally.name}이 무너진 문가를 붙잡아 퇴로를 지켰다.,"{""tone"":""support""}"
crt_m8a_common_raid_failure_01,common,quest_type,,raid,failure,summary,normal,100,습격은 중간에서 막혔고 용병단은 목표를 남긴 채 빠져나왔다.,"{""tone"":""dry""}"
crt_m8a_common_raid_failure_02,common,quest_type,,raid,failure,detail,normal,90,적의 예비대가 너무 빨리 모였고 약속한 신호는 닿지 않았다.,"{""tone"":""loss""}"
crt_m8a_common_raid_critical_01,common,quest_type,,raid,critical_failure,summary,normal,100,돌입로가 막힌 순간 전열이 접혔고 습격은 참패로 끝났다.,"{""tone"":""severe""}"
crt_m8a_faction_adv_great_01,faction,faction_named,faction_adventurers_guild,,great_success,summary,normal,100,라우덴의 장부에는 {merc.name}의 판단이 첫 줄에 적혔고 지도에는 새 표식이 더해졌다.,"{""tone"":""record"",""faction"":""adventurers""}"
crt_m8a_faction_adv_great_02,faction,faction_named,faction_adventurers_guild,,great_success,detail,normal,90,현장 기록은 거의 비지 않았고 길드 기록원은 의뢰명을 붉은 줄로 보존했다.,"{""tone"":""record"",""faction"":""adventurers""}"
crt_m8a_faction_adv_success_01,faction,faction_named,faction_adventurers_guild,,success,summary,normal,100,모험가 길드는 {quest.name}의 빈칸을 채울 만큼의 증거를 받았다.,"{""tone"":""record"",""faction"":""adventurers""}"
crt_m8a_faction_adv_success_02,faction,faction_named,faction_adventurers_guild,,success,detail,normal,90,{region.name}에서 가져온 표식은 낡았지만 장부에 붙이기에는 충분했다.,"{""tone"":""record"",""faction"":""adventurers""}"
crt_m8a_faction_adv_failure_01,faction,faction_named,faction_adventurers_guild,,failure,summary,normal,100,기록원은 확인란을 비워 두었고 {quest.name}은 재조사 항목으로 밀렸다.,"{""tone"":""record_loss"",""faction"":""adventurers""}"
crt_m8a_faction_adv_failure_02,faction,faction_named,faction_adventurers_guild,,failure,detail,normal,90,가져온 흔적은 서로 맞물리지 않았고 라우덴은 지도를 접지 않았다.,"{""tone"":""record_loss"",""faction"":""adventurers""}"
crt_m8a_faction_adv_critical_01,faction,faction_named,faction_adventurers_guild,,critical_failure,summary,normal,100,길드 장부에는 성과보다 손실이 먼저 남았고 재조사 표식이 검게 칠해졌다.,"{""tone"":""record_severe"",""faction"":""adventurers""}"
crt_m8a_faction_adv_critical_02,faction,faction_named,faction_adventurers_guild,,critical_failure,detail,normal,90,현장 좌표는 틀렸고 후퇴 경로마저 기록원에게 경고 사례로 넘어갔다.,"{""tone"":""record_severe"",""faction"":""adventurers""}"
crt_m8a_faction_mer_great_01,faction,faction_named,faction_merchants_alliance,,great_success,summary,normal,100,케일의 장부에는 손실 칸이 비어 있었고 {merc.name}의 이름 옆에는 신용 표식이 찍혔다.,"{""tone"":""contract"",""faction"":""merchants""}"
crt_m8a_faction_mer_great_02,faction,faction_named,faction_merchants_alliance,,great_success,detail,normal,90,수레는 제시간보다 먼저 도착했고 봉인은 끝까지 뜯기지 않았다.,"{""tone"":""contract"",""faction"":""merchants""}"
crt_m8a_faction_mer_success_01,faction,faction_named,faction_merchants_alliance,,success,summary,normal,100,상인 연합은 계약이 지켜졌다는 사실을 확인했고 다음 물량을 계산하기 시작했다.,"{""tone"":""contract"",""faction"":""merchants""}"
crt_m8a_faction_mer_success_02,faction,faction_named,faction_merchants_alliance,,success,detail,normal,90,{region.name}의 길값은 비쌌지만 회수 물량은 계약 범위 안에 들었다.,"{""tone"":""contract"",""faction"":""merchants""}"
crt_m8a_faction_mer_failure_01,faction,faction_named,faction_merchants_alliance,,failure,summary,normal,100,계약은 부분 이행으로 정리됐고 케일은 손실 물량을 먼저 세었다.,"{""tone"":""contract_loss"",""faction"":""merchants""}"
crt_m8a_faction_mer_failure_02,faction,faction_named,faction_merchants_alliance,,failure,detail,normal,90,포대 몇 개는 회수됐지만 신용을 올리기에는 부족했다.,"{""tone"":""contract_loss"",""faction"":""merchants""}"
crt_m8a_faction_mer_critical_01,faction,faction_named,faction_merchants_alliance,,critical_failure,summary,normal,100,상인 연합 장부에는 계약 파기와 후퇴 비용이 같은 줄에 적혔다.,"{""tone"":""contract_severe"",""faction"":""merchants""}"
crt_m8a_faction_mer_critical_02,faction,faction_named,faction_merchants_alliance,,critical_failure,detail,normal,90,봉인은 깨졌고 길 위에 남은 수레바퀴 자국은 나쁜 소문이 됐다.,"{""tone"":""contract_severe"",""faction"":""merchants""}"
crt_m8a_faction_war_great_01,faction,faction_named,faction_warriors_guild,,great_success,summary,normal,100,벨란은 {merc.name}의 전열을 인정했고 결투 표식은 더 깊게 눌렸다.,"{""tone"":""trial"",""faction"":""warriors""}"
crt_m8a_faction_war_great_02,faction,faction_named,faction_warriors_guild,,great_success,detail,normal,90,적이 두 번째 숨을 고르기 전에 용병단의 방패가 먼저 전진했다.,"{""tone"":""trial"",""faction"":""warriors""}"
crt_m8a_faction_war_success_01,faction,faction_named,faction_warriors_guild,,success,summary,normal,100,전사 길드는 승리보다 버틴 시간을 보았고 이번 기록은 통과로 남았다.,"{""tone"":""trial"",""faction"":""warriors""}"
crt_m8a_faction_war_success_02,faction,faction_named,faction_warriors_guild,,success,detail,normal,90,{region.name}의 먼지가 가라앉을 때까지 전열은 무너지지 않았다.,"{""tone"":""trial"",""faction"":""warriors""}"
crt_m8a_faction_war_failure_01,faction,faction_named,faction_warriors_guild,,failure,summary,normal,100,벨란은 결과보다 흔들린 순간을 오래 보았고 표식은 아직 완성되지 않았다.,"{""tone"":""trial_loss"",""faction"":""warriors""}"
crt_m8a_faction_war_failure_02,faction,faction_named,faction_warriors_guild,,failure,detail,normal,90,한 번 열린 전열은 다시 닫혔지만 그 사이 목표는 빠져나갔다.,"{""tone"":""trial_loss"",""faction"":""warriors""}"
crt_m8a_faction_war_critical_01,faction,faction_named,faction_warriors_guild,,critical_failure,summary,normal,100,결투장은 조용해졌고 전사 길드의 보고서는 패배를 숨기지 않았다.,"{""tone"":""trial_severe"",""faction"":""warriors""}"
crt_m8a_faction_war_critical_02,faction,faction_named,faction_warriors_guild,,critical_failure,detail,normal,90,후퇴 명령 뒤에도 창끝은 따라왔고 벨란은 다음 시련을 보류했다.,"{""tone"":""trial_severe"",""faction"":""warriors""}"
crt_m8a_elite_great_01,elite,elite,,hunt,great_success,detail,high,100,{enemy.name}의 첫 돌진은 방패에 묶였고 {merc.name}의 반격이 사냥을 끝냈다.,"{""tone"":""elite"",""beat"":""opening""}"
crt_m8a_elite_great_02,elite,elite,,raid,great_success,detail,high,95,강적의 약점은 오래 드러나지 않았지만 용병단은 그 짧은 틈을 놓치지 않았다.,"{""tone"":""elite"",""beat"":""weakness""}"
crt_m8a_elite_great_03,elite,unique_elite,,hunt,great_success,summary,very_high,100,{enemy.name}의 이름은 더 이상 공포만으로 불리지 않게 됐다.,"{""tone"":""unique"",""beat"":""aftermath""}"
crt_m8a_elite_great_04,elite,unique_elite,,raid,great_success,detail,very_high,90,마지막 일격 뒤에도 전열은 무너지지 않았고 드랍품은 조용히 회수됐다.,"{""tone"":""unique"",""beat"":""loot""}"
crt_m8a_elite_success_01,elite,elite,,hunt,success,detail,high,100,{enemy.name}은 여러 번 전열을 밀었지만 용병단은 거리를 다시 만들었다.,"{""tone"":""elite"",""beat"":""pressure""}"
crt_m8a_elite_success_02,elite,elite,,raid,success,detail,high,95,{ally.name}의 보조가 없었다면 마지막 돌파는 실패했을 것이다.,"{""tone"":""elite"",""beat"":""support""}"
crt_m8a_elite_success_03,elite,unique_elite,,hunt,success,summary,very_high,100,상처는 남았지만 {enemy.name}은 쓰러졌고 지역의 공포는 한 단계 낮아졌다.,"{""tone"":""unique"",""beat"":""danger""}"
crt_m8a_elite_success_04,elite,unique_elite,,raid,success,detail,very_high,90,전투가 끝난 뒤에도 누구도 바로 검을 집어넣지 못했다.,"{""tone"":""unique"",""beat"":""tension""}"
crt_m8a_elite_failure_01,elite,elite,,hunt,failure,detail,high,100,{enemy.name}의 움직임은 예측보다 빨랐고 추적대는 상처만 얻었다.,"{""tone"":""elite_loss"",""beat"":""speed""}"
crt_m8a_elite_failure_02,elite,elite,,raid,failure,detail,high,95,강적은 피를 흘렸지만 쓰러지지 않았고 후퇴 경로는 거칠게 열렸다.,"{""tone"":""elite_loss"",""beat"":""retreat""}"
crt_m8a_elite_failure_03,elite,unique_elite,,hunt,failure,summary,very_high,100,{enemy.name}은 살아남았고 그 이름은 더 무겁게 퍼졌다.,"{""tone"":""unique_loss"",""beat"":""rumor""}"
crt_m8a_elite_failure_04,elite,unique_elite,,raid,failure,detail,very_high,90,회수한 것은 전리품이 아니라 다음 사냥을 위한 상처의 기록이었다.,"{""tone"":""unique_loss"",""beat"":""wound""}"
crt_m8a_elite_critical_01,elite,elite,,hunt,critical_failure,detail,high,100,첫 충돌에서 전열이 갈라졌고 {enemy.name}은 빈틈을 놓치지 않았다.,"{""tone"":""elite_severe"",""beat"":""break""}"
crt_m8a_elite_critical_02,elite,elite,,raid,critical_failure,detail,high,95,후퇴 신호가 닿기 전에 적의 두 번째 돌진이 먼저 도착했다.,"{""tone"":""elite_severe"",""beat"":""charge""}"
crt_m8a_elite_critical_03,elite,unique_elite,,hunt,critical_failure,summary,very_high,100,{enemy.name}의 공포는 줄지 않았고 용병단의 기록에는 검은 줄이 그어졌다.,"{""tone"":""unique_severe"",""beat"":""fear""}"
crt_m8a_elite_critical_04,elite,unique_elite,,raid,critical_failure,detail,very_high,90,누가 마지막까지 서 있었는지는 적혔지만 그것이 승리를 뜻하지는 않았다.,"{""tone"":""unique_severe"",""beat"":""last_stand""}"
crt_m8a_chain_great_01,chain,chain_step,,explore,great_success,detail,high,100,증언은 서로 맞물렸고 오래 끊겼던 사건의 줄기가 한 번에 이어졌다.,"{""tone"":""chain"",""beat"":""evidence""}"
crt_m8a_chain_great_02,chain,chain_final,,raid,great_success,summary,very_high,100,마지막 표식이 닫히자 {region.name}의 사람들은 사건을 과거형으로 말하기 시작했다.,"{""tone"":""chain"",""beat"":""final""}"
crt_m8a_chain_great_03,chain,settlement_event,,escort,great_success,detail,high,90,마을로 돌아온 증언은 흔들리지 않았고 보상보다 안도감이 먼저 도착했다.,"{""tone"":""chain"",""beat"":""settlement""}"
crt_m8a_chain_success_01,chain,chain_step,,explore,success,detail,high,100,단서는 완전하지 않았지만 다음 단계로 넘어가기에는 충분했다.,"{""tone"":""chain"",""beat"":""clue""}"
crt_m8a_chain_success_02,chain,chain_final,,hunt,success,summary,very_high,100,끝은 매끄럽지 않았지만 오래 끌던 사건은 더 이상 같은 방식으로 반복되지 않는다.,"{""tone"":""chain"",""beat"":""resolution""}"
crt_m8a_chain_success_03,chain,settlement_event,,escort,success,detail,high,90,돌아온 사람들은 각자 다른 장면을 말했지만 결론은 같았다.,"{""tone"":""chain"",""beat"":""witness""}"
crt_m8a_chain_failure_01,chain,chain_step,,explore,failure,detail,high,100,증언은 어긋났고 다음 표식은 아직 닫히지 않았다.,"{""tone"":""chain_loss"",""beat"":""evidence""}"
crt_m8a_chain_failure_02,chain,chain_final,,raid,failure,summary,very_high,100,마지막 단계는 미뤄졌고 사건은 다시 지역의 불안으로 돌아갔다.,"{""tone"":""chain_loss"",""beat"":""final""}"
crt_m8a_chain_failure_03,chain,settlement_event,,escort,failure,detail,high,90,마을로 가져온 소식은 안심시키기보다 질문을 늘렸다.,"{""tone"":""chain_loss"",""beat"":""settlement""}"
crt_m8a_chain_critical_01,chain,chain_step,,explore,critical_failure,detail,high,100,잘못 짚은 단서는 함정이 되었고 용병단은 사건의 중심에서 밀려났다.,"{""tone"":""chain_severe"",""beat"":""trap""}"
crt_m8a_chain_critical_02,chain,chain_final,,raid,critical_failure,summary,very_high,100,최종 표식은 닫히지 않았고 후일담 대신 손실 명단이 남았다.,"{""tone"":""chain_severe"",""beat"":""final""}"
crt_m8a_chain_critical_03,chain,settlement_event,,escort,critical_failure,detail,high,90,귀환한 발걸음은 적었고 마을의 침묵은 보상 계산보다 길었다.,"{""tone"":""chain_severe"",""beat"":""settlement""}"
crt_m8a_decisive_protagonist_01,decisive,scene,,,great_success,detail,normal,100,{merc.name}은 가장 좁은 길목을 골랐고 그 선택이 전투 시간을 줄였다.,"{""scene"":""protagonist"",""mood"":""decisive""}"
crt_m8a_decisive_protagonist_02,decisive,scene,,,success,detail,normal,100,{merc.name}이 한 걸음 늦게 물러난 덕분에 후열은 무너지지 않았다.,"{""scene"":""protagonist"",""mood"":""steady""}"
crt_m8a_decisive_protagonist_03,decisive,scene,,,failure,detail,normal,90,{merc.name}의 판단은 절반만 맞았고 남은 절반은 손실로 돌아왔다.,"{""scene"":""protagonist"",""mood"":""loss""}"
crt_m8a_decisive_protagonist_04,decisive,scene,,,critical_failure,detail,normal,90,{merc.name}이 마지막까지 버텼지만 전열 전체를 되돌리기에는 늦었다.,"{""scene"":""protagonist"",""mood"":""severe""}"
crt_m8a_decisive_support_01,decisive,scene,,,great_success,detail,normal,95,{ally.name}의 보조가 정확히 들어가며 결정타의 길이 열렸다.,"{""scene"":""support"",""mood"":""decisive""}"
crt_m8a_decisive_support_02,decisive,scene,,,success,detail,normal,95,{ally.name}은 눈에 띄지 않았지만 후퇴로와 보급선을 끝까지 지켰다.,"{""scene"":""support"",""mood"":""steady""}"
crt_m8a_decisive_support_03,decisive,scene,,,failure,detail,normal,85,보조 신호는 늦었고 용병단은 각자 다른 방향에서 압박을 받았다.,"{""scene"":""support"",""mood"":""loss""}"
crt_m8a_decisive_support_04,decisive,scene,,,critical_failure,detail,normal,85,후열이 흔들린 순간 누구도 새 진형을 만들 시간을 얻지 못했다.,"{""scene"":""support"",""mood"":""severe""}"
crt_m8a_decisive_shield_01,decisive,scene,,,great_success,detail,normal,95,방패가 먼저 길을 열었고 창끝은 그 뒤를 따라 들어갔다.,"{""scene"":""shield"",""mood"":""decisive""}"
crt_m8a_decisive_shield_02,decisive,scene,,,success,detail,normal,95,방패열은 두 번 밀렸지만 세 번째 충돌까지 버텼다.,"{""scene"":""shield"",""mood"":""steady""}"
crt_m8a_decisive_shield_03,decisive,scene,,,failure,detail,normal,85,방패 사이가 벌어졌고 그 틈으로 목표가 빠져나갔다.,"{""scene"":""shield"",""mood"":""loss""}"
crt_m8a_decisive_retreat_01,decisive,scene,,,success,detail,normal,90,후퇴는 패배처럼 보였지만 남은 인원을 지키기 위한 계산이었다.,"{""scene"":""retreat"",""mood"":""controlled""}"
crt_m8a_decisive_retreat_02,decisive,scene,,,failure,detail,normal,90,후퇴 신호는 닿았지만 이미 짐 일부와 흔적은 남겨진 뒤였다.,"{""scene"":""retreat"",""mood"":""loss""}"
crt_m8a_decisive_retreat_03,decisive,scene,,,critical_failure,detail,normal,90,후퇴는 질서가 아니라 흩어짐에 가까웠고 이름 몇 개가 늦게 확인됐다.,"{""scene"":""retreat"",""mood"":""severe""}"
crt_m8a_decisive_pursuit_01,decisive,scene,,,great_success,detail,normal,95,추격은 짧고 정확했으며 적은 두 번째 매복을 준비하지 못했다.,"{""scene"":""pursuit"",""mood"":""decisive""}"
crt_m8a_decisive_pursuit_02,decisive,scene,,,success,detail,normal,95,추격 끝에 목표는 잡혔지만 용병단의 피로도는 보고서에 따로 적혔다.,"{""scene"":""pursuit"",""mood"":""steady""}"
crt_m8a_decisive_pursuit_03,decisive,scene,,,failure,detail,normal,85,무리한 추격은 흔적을 넓혔지만 결정적인 증거를 주지는 못했다.,"{""scene"":""pursuit"",""mood"":""loss""}"
crt_m8a_decisive_injury_01,decisive,scene,,,success,detail,normal,90,부상자는 생겼지만 전열 붕괴로 번지기 전에 응급 처치가 끝났다.,"{""scene"":""injury"",""mood"":""controlled""}"
crt_m8a_decisive_injury_02,decisive,scene,,,failure,detail,normal,90,피로가 부상으로 바뀐 순간부터 목표보다 귀환 경로가 중요해졌다.,"{""scene"":""injury"",""mood"":""loss""}"
crt_m8a_decisive_injury_03,decisive,scene,,,critical_failure,detail,normal,90,쓰러진 이름이 확인되자 보고서는 더 이상 전과를 먼저 쓰지 않았다.,"{""scene"":""injury"",""mood"":""severe""}"
